542*{'text': 'An outbreak of the plague kills at least 230,000 in Constantinople (before they stopped counting) and perhaps two million or more in the rest of the Empire.', 'self': False, 'pos': 'DET'}
542*{'text': 'Ostrogoth king Totila reconquers Naples, Benevento, and other parts of Italy.', 'self': False, 'pos': 'NP'}
542*{'text': 'Childebert I captures Pamplona and besieges Zaragoza.', 'self': False, 'pos': 'NP'}
543*{'text': 'The doctrine of apocatastasis is condemned by the Synod of Constantinople.', 'self': False, 'pos': 'DET'}
540*{'text': 'General Belisarius conquers Milan and the Ostrogothic capital Ravenna.', 'self': False, 'pos': 'NP'}
540*{'text': 'The Sassanids attack Dara and capture Antioch.', 'self': False, 'pos': 'DET'}
540*{'text': 'The Huns and Bulgars raid Greece.', 'self': False, 'pos': 'DET'}
540*{'text': 'General Solomon captures the Aurès Mountains from the Moors and extends Byzantine authority over Numidia and Mauretania Sitifensis.', 'self': False, 'pos': 'NP'}
540*{'text': 'Ostrogoth king Witiges is succeeded by Ildibad.', 'self': False, 'pos': 'NP'}
540*{'text': 'Pope Vigilius rejects Monophysitism in letters to Emperor Justinian I and Patriarch Mennas of Constantinople.', 'self': False, 'pos': 'NP'}
540*{'text': 'The former Roman senator Cassiodorus establishes a monastery, the Vivarium, on his estate in Italy.', 'self': False, 'pos': 'DET'}
540*{'text': 'Benedict of Nursia writes his monastic Rule.', 'self': False, 'pos': 'NP'}
541*{'date': 'January 1', 'text': 'Anicius Faustus Albinus Basilius is appointed as consul in Constantinople, the last person to hold this office.', 'self': False, 'pos': 'NP'}
541*{'text': 'The plague appears suddenly in the Egyptian port of Pelusium, spreading the following year to Constantinople as the "Justinianic plague".', 'self': False, 'pos': 'DET'}
541*{'text': 'John the Cappadocian is dismissed by Theodora for treason.', 'self': False, 'pos': 'NP'}
541*{'text': 'Totila becomes king of the Ostrogoths.', 'self': False, 'pos': 'NP'}
541*{'text': 'The Uyghurs come under the rule of the Hephthalites.', 'self': False, 'pos': 'DET'}
541*{'text': 'Jacob Baradaeus becomes bishop of Edessa.', 'self': False, 'pos': 'NP'}
546*{'date': 'December 17', 'text': 'The Ostrogoths under Totila retake Rome, bribing the Byzantine garrison.', 'self': False, 'pos': 'DET'}
546*{'text': 'Pope Vigilius arrives in Constantinople to meet with Justinian I; future pope Pelagius is sent by Totila to negotiate with Justinian.', 'self': False, 'pos': 'NP'}
546*{'text': 'The Byzantines ally with the Lombards against the Gepids.', 'self': False, 'pos': 'DET'}
546*{'text': 'Audoin succeeds Waltari as king of the Lombards.', 'self': False, 'pos': 'NP'}
547*{'text': 'Battle of Marta - Tripolitanian Moors under Carcasan defeat Byzantines under John Troglita.', 'self': False, 'pos': 'NP'}
547*{'text': 'Ida founds the kingdom of Bernicia at Bamburgh (traditional date).', 'self': False, 'pos': 'NP'}
547*{'text': 'Theodebald becomes king of Austrasia (or 548).', 'self': False, 'pos': 'NP'}
547*{'text': 'Emperor Justinian and His Attendants, mosaic on north wall of the apse, Basilica of San Vitale, Ravenna, Italy, is made (approximate date).', 'self': False, 'pos': 'NP'}
547*{'text': 'The Basilica of San Vitale, Ravenna is dedicated by Archbishop of Ravenna Maximianus of Ravenna.', 'self': False, 'pos': 'DET'}
